case_id,lung_airway,cardiomediastinal,hepatosplenic,renal_adrenal,bowel_pancreas,pelvic_urinary,axial_bone,appendicular_muscle
gap_ef46ae94fc874b2c89,4944 10 5039 4 5069 15 5163 11 5195 19 5289 16 5318 26 5415 18 5444 29 5541 20 5572 29 5668 19 5701 29 5795 18 5831 28 5923 16 5961 27 6050 16 6090 26 6177 17 6220 25 6304 18 6349 25 6432 18 6478 24 6559 19 6606 24 6687 19 6734 25 6814 19 6862 25 6942 19 6990 25 7070 19 7118 26 7197 20 7247 25 7325 20 7375 25 7453 20 7504 24 7580 21 7633 23 7708 22 7765 20 7836 22 7893 20 7964 22 8021 20 8092 22 8149 20 8220 22 8278 19 8348 22 8407 18 8476 23 8535 18 8604 24 8663 18 8732 25 8791 18 8860 23 8909 4 8918 19 8989 19 9036 5 9045 20 9117 18 9164 4 9172 21 9245 18 9269 3 9290 7 9299 22 9373 18 9397 3 9417 8 9427 22 9501 18 9525 2 9544 33 9630 18 9653 1 9672 33 9758 19 9779 4 9800 32 9886 23 9930 30 10014 23 10059 29 10143 22 10188 27 10271 23 10316 27 10400 23 10445 26 10529 22 10573 25 10657 23 10701 25 10786 23 10829 24 10915 23 10956 25 11043 24 11084 24 11172 23 11212 23 11301 22 11341 21 11431 19 11469 20 11560 17 11598 19 11689 15 11727 16 11819 11 11857 13 11949 7 11986 11 12119 3,5942 4 6068 8 6195 10 6208 7 6323 11 6335 9 6450 22 6578 23 6707 22 6835 22 6964 21 7092 24 7220 10 7232 13 7348 10 7361 3 7368 5 7476 14 7496 5 7604 16 7624 5 7732 17 7753 8 7860 6 7869 10 7881 2 7885 5 7988 6 7998 12 8013 6 8116 6 8128 19 8244 6 8257 20 8373 5 8386 20 8502 5 8516 18 8630 7 8646 17 8759 9 8779 4 8785 6 8887 10 8913 5 9009 4 9015 10 9042 2 9136 5 9145 7 9263 6 9391 5 9519 6 9648 4 9777 2 9785 6 9911 8 10039 8 10166 10 10295 9 10423 9 10551 8 10680 6 10809 3,,,9283 1 9410 3 9414 1 9537 4 9666 3 9795 1,,4536 2 4562 4 4663 5 4669 4 4677 1 4684 14 4784 42 4907 2 4910 33 5035 2 5047 5 5054 3 5058 11 5189 3 6175 2 6302 2 6429 3 6557 2 6684 3 6760 1 6812 2 6888 1 6940 2 7016 1 7068 1 7144 2 7196 1 7272 2 7400 2 7529 2 7657 2 7785 2 7913 2 8041 2 8169 2 8297 2 8425 2 8554 1 8682 1 8730 2 8810 1 8858 2 8986 2 9114 3 9242 3 9370 3 9499 2 9627 2 9706 1 9756 1 9833 2 9961 2 10054 4 10088 2 10179 8 10216 2 10306 9 10343 3 10433 11 10471 3 10561 11 10599 2 10689 11 10726 3 10817 11 10854 2 10945 9 10981 2 11041 1 11072 9 11169 2 11201 8 11298 3 11329 8 11427 3 11457 8 11556 3 11584 10 11685 4 11711 12 11814 4 11837 16 11943 5 11964 4 11971 3 11977 6 12072 6 12085 1 12092 2 12100 2 12107 10 12202 9 12228 1 12237 15 12356 1 12370 9 12484 1 12612 1 12740 1,9458 1 9584 3 9712 3 9840 3 9967 4 10095 3 10221 4 10262 1 10349 2 10389 2 10476 2 10518 3 10603 2 10646 3 10731 1 10775 3 10904 2 11293 2 12095 3 12103 4 12217 10 12230 7 12343 12 12357 10 12471 12 12485 12 12599 11 12613 12 12728 3 12733 4 12743 10 12872 2
gap_d2af3e21b114053643,,8007 3 8135 4 8252 1 8254 4 8263 5 8379 8 8391 6 8506 9 8519 6 8634 9 8648 5 8762 8 8775 2 8890 8 9019 6,3390 10 3514 16 3640 19 3766 22 3892 25 4020 25 4149 24 4176 5 4278 23 4303 6 4406 23 4431 7 4534 23 4559 8 4662 22 4686 10 4790 22 4814 10 4917 22 4942 10 5045 22 5070 11 5173 22 5196 14 5301 38 5429 21 5451 17 5557 21 5579 18 5685 46 5813 48 5942 48 6070 48 6199 48 6327 49 6457 15 6474 31 6586 13 6602 31 6715 11 6729 32 6845 44 6977 42 7105 43 7233 43 7362 43 7491 42 7619 42 7749 41 7879 39 8010 36 8139 35 8268 35 8343 3 8397 34 8471 4 8525 34 8599 5 8653 34 8727 6 8781 34 8855 6 8910 33 8983 7 9038 32 9111 8 9167 31 9240 9 9296 30 9368 10 9393 1 9424 29 9496 10 9554 26 9625 10 9683 24 9753 12 9813 21 9882 12 9903 2 9942 19 10010 13 10031 1 10072 14 10139 14 10201 12 10268 14 10286 1 10331 8 10397 19 10526 19 10546 1 10655 19 10785 17 10914 15 11044 11 11174 7,9905 1 10032 3 10159 4 10287 4 10416 3 10545 1,3924 1 4051 3 4138 6 4181 1 4264 9 4313 2 4391 10 4440 4 4517 12 4568 4 4644 13 4697 3 4771 13 4898 14 5026 13 5153 14 5282 13 5410 13 5537 14 5665 15 5792 16 5861 3 5920 17 5990 3 6047 18 6118 3 6175 18 6247 2 6303 18 6376 1 6431 18 6558 19 6686 19 6814 18 6942 18 7070 18 7199 18 7327 18 7455 18 7583 18 7710 20 7838 21 7966 21 8094 22 8222 22 8351 21 8479 21 8607 21 8736 20 8865 19 8994 17 9124 15 9253 14 9382 11 9511 10 9641 7,,4837 2 4965 2 5023 1 5277 2 5404 2 5531 3 5658 3 5785 3 5913 2 6040 3 6125 1 6169 1 6253 1 6381 1 6509 2 6637 2 6765 2 6894 1 6933 1 7061 1 7189 1 7444 1 9282 1 9284 3 9407 10 9455 1 9533 12 9583 1 9661 12 9710 2 9750 1 9789 12 9838 2 9878 1 9917 11 9965 2 10006 2 10045 11 10093 1 10134 3 10173 11 10263 2 10300 12 10392 1 10428 12 10521 1 10556 12 10683 12 10810 16 10938 3 10942 13 11065 4 11070 14 11196 1 11200 6 11210 1 11329 2 11457 2 11585 2 11610 4 11688 5 11736 5 11817 4 11841 1 11969 2 12096 3 12225 2,11322 4 11337 2 11445 11 11462 10 11571 14 11588 13 11698 15 11716 14 11825 15 11844 16 11952 16 11973 16 12079 16 12101 17 12206 16 12230 16 12334 15 12359 14 12463 10 12497 1
gap_fda66bb629dd260e7b,4809 6 4930 16 5041 12 5058 20 5167 14 5187 21 5292 17 5316 21 5419 18 5445 22 5545 19 5575 21 5672 20 5705 20 5799 21 5834 20 5926 21 5963 20 6053 22 6092 20 6180 23 6220 20 6307 23 6348 21 6435 23 6476 22 6562 23 6605 21 6689 24 6733 22 6817 24 6861 22 6945 24 6989 23 7072 24 7117 23 7200 24 7245 23 7327 25 7373 24 7455 25 7501 24 7583 25 7629 24 7710 26 7757 25 7838 26 7885 25 7966 25 8015 23 8094 23 8143 23 8222 22 8261 2 8271 23 8349 22 8387 5 8399 23 8477 22 8511 14 8527 23 8605 20 8639 4 8644 10 8655 23 8733 20 8766 4 8773 33 8861 20 8894 3 8900 34 8989 20 9026 36 9117 20 9154 36 9245 21 9282 36 9374 20 9410 36 9502 21 9539 35 9630 21 9668 33 9758 21 9799 30 9886 21 9927 30 10015 20 10056 29 10143 21 10184 28 10271 21 10312 28 10400 21 10441 26 10528 23 10569 26 10657 24 10698 24 10785 24 10826 24 10913 24 10955 22 11042 23 11083 21 11171 22 11212 19 11299 21 11342 16 11428 19 11471 13 11557 17 11601 9 11686 15 11731 6 11816 12 11945 9 12076 3,5700 4 5826 8 5953 10 6080 12 6208 12 6335 13 6463 13 6591 13 6718 14 6842 17 6969 18 7097 19 7225 6 7239 6 7352 7 7367 6 7480 7 7495 6 7608 7 7623 5 7737 6 7751 5 7864 7 7879 5 7992 7 8011 3 8118 9 8139 4 8246 9 8266 1 8268 3 8374 8 8501 9 8628 9 8756 9 8883 9 9010 8 9138 7 9268 5 9396 8 9524 9 9652 10 9779 11 9907 11 10035 11 10164 9 10292 9 10421 7 10551 2,,,8899 1 9021 5 9149 5 9277 5 9407 2,,4409 4 4418 5 4533 7 4546 7 4554 4 4659 10 4673 8 4685 4 4784 14 4817 1 4910 5 4919 1 5037 4 5339 1 5467 2 5596 2 5725 3 5854 3 5983 2 6112 2 6241 2 6369 2 6433 1 6498 2 6560 1 6627 1 6687 2 6755 1 6815 1 6942 2 7070 2 7198 2 7325 2 7453 2 7581 1 7709 1 8423 1 8551 1 8679 1 8806 2 8934 2 9062 2 9115 1 9190 2 9243 2 9318 2 9371 2 9446 2 9499 3 9574 2 9627 3 9702 2 9755 3 9793 5 9830 1 9883 3 9920 6 10011 3 10046 9 10140 2 10173 10 10268 2 10301 11 10429 11 10557 11 10685 10 10813 10 10941 10 10977 3 11069 10 11104 3 11168 1 11198 9 11231 4 11296 3 11326 2 11329 6 11358 4 11424 3 11454 10 11485 4 11552 4 11582 10 11612 4 11681 4 11708 10 11720 4 11728 2 11740 2 11810 3 11836 3 11841 4 11849 11 11940 1 11970 2 11978 3 11983 7 12082 2 12089 2 12099 1 12115 2 12202 10 12227 1 12330 8 12355 2 12458 6 12483 2 12611 2,10770 1 10897 4 10986 3 11026 4 11113 5 11154 5 11241 5 11283 4 11368 5 11414 2 11495 2 11543 2 11623 1 11672 2 11750 2 11801 2 11847 2 11877 2 11930 3 11966 2 11973 5 12003 3 12059 3 12091 7 12101 9 12130 3 12214 12 12228 12 12257 2 12341 14 12357 11 12469 13 12485 11 12597 13 12614 9 12725 12 12742 8 12854 10 12872 1
gap_a43484ebaab93fe9c3,,5289 7 5417 9 5461 1 5464 3 5544 10 5588 7 5672 10 5716 8 5801 10 5843 9 5929 10 5971 8 6057 2 6060 6 6098 8 6187 2 6226 7 6315 5 6354 7 6484 1,,,8508 1 8521 2 8649 3 8777 4 8906 3 9035 2 9281 2 9408 3 9536 2 9663 3 9670 1 9790 5 9797 2 9916 11 10043 12 10170 13 10298 11 10426 8 10554 7 10682 6 10810 5 10938 3,5444 1 5567 10 5690 18 5817 20 5945 21 6072 22 6199 23 6326 25 6454 25 6582 25 6710 25 6839 24 6967 24 7095 23 7223 23 7352 21 7480 21 7608 21 7737 19 7866 18 7994 17 8122 17 8250 17 8379 16 8510 11,11836 8 11963 10 12092 8,5409 3 5535 7 5662 9 5729 2 5789 12 5854 7 5917 12 5981 9 6045 12 6107 11 6233 14 6314 1 6361 14 6441 11 6489 14 6562 4 6568 8 6577 3 6617 2 6620 9 6688 17 6706 2 6736 12 6750 2 6814 21 6864 12 6941 22 6993 2 6996 9 7068 22 7121 18 7195 23 7250 18 7322 23 7378 20 7450 23 7507 20 7573 1 7578 22 7635 20 7701 2 7706 19 7726 2 7763 21 7790 1 7829 2 7834 18 7853 3 7891 3 7895 18 7918 2 7949 1 7957 2 7963 17 7982 1 8019 3 8023 18 8045 3 8077 1 8085 3 8092 16 8109 2 8147 22 8172 3 8213 4 8220 19 8275 23 8300 3 8341 26 8403 3 8407 18 8428 2 8470 2 8476 19 8531 3 8535 18 8556 2 8605 18 8659 3 8664 16 8714 2 8718 2 8735 16 8788 20 8812 1 8819 2 8841 13 8864 15 8916 19 8939 2 8947 2 8968 15 8992 12 9005 2 9044 18 9067 2 9076 1 9096 11 9108 3 9121 14 9171 18 9195 2 9204 1 9223 12 9250 9 9261 2 9299 16 9335 2 9351 14 9379 6 9389 2 9427 15 9454 2 9458 7 9478 18 9509 5 9515 4 9555 14 9581 12 9606 23 9639 8 9683 13 9707 15 9734 24 9770 5 9811 2 9816 5 9838 12 9862 24 9900 3 9938 9 9965 13 9991 30 10066 6 10093 13 10120 30 10194 4 10220 14 10249 31 10334 27 10380 31 10459 30 10510 30 10584 32 10640 30 10709 34 10771 29 10835 34 10902 27 10962 33 11033 26 11088 33 11166 21 11215 32 11297 19 11343 29 11428 17 11469 26 11559 15 11596 20 11689 14 11722 15 11819 13 11850 12 11949 11 11977 10 12080 8 12105 7 12211 4 12234 2
gap_4648b8dcac306de7ff,,6439 4 6567 4 6695 4 6823 4 6953 1 7129 1 7214 1 7256 3 7382 5 7510 5 7761 3 7889 3 8018 1,,,9787 5 9914 7 10042 7 10170 7 10298 7 10426 7 10555 6 10683 5 10812 2,7997 4 8122 8 8248 12 8375 14 8503 14 8631 15 8759 15 8887 15 9016 13 9145 12 9274 9 9403 6,12090 3,6717 1 6842 5 6849 3 6970 12 7074 1 7097 13 7200 4 7225 14 7326 6 7352 15 7454 8 7480 15 7581 9 7607 16 7709 10 7736 16 7837 12 7865 1 7875 5 7965 14 8004 3 8028 4 8094 1 8097 11 8155 6 8224 12 8281 8 8351 14 8409 8 8477 16 8537 9 8601 20 8659 4 8664 10 8728 21 8786 16 8855 23 8913 17 8981 27 9040 17 9107 30 9168 13 9182 2 9234 31 9296 14 9362 16 9380 13 9423 18 9490 15 9510 10 9548 23 9618 13 9639 9 9675 25 9746 13 9768 8 9803 26 9875 11 9897 7 9931 27 9999 2 10004 6 10013 2 10025 7 10059 10 10073 14 10127 3 10133 6 10140 2 10153 2 10156 4 10187 9 10202 14 10254 5 10263 7 10281 7 10314 8 10331 14 10382 7 10394 3 10409 7 10442 7 10460 13 10509 10 10538 5 10570 7 10588 13 10637 13 10698 7 10716 13 10765 16 10826 7 10844 12 10894 20 10954 6 10972 2 10976 8 10987 1 11023 23 11083 4 11100 11 11115 1 11152 29 11229 8 11281 30 11367 1 11369 2 11411 29 11492 7 11542 27 11597 4 11613 13 11672 26 11721 32 11802 25 11846 35 11932 24 11972 36 12061 23 12099 35 12192 20 12226 34 12323 16 12354 33 12457 8 12481 33 12610 30 12738 28 12868 22 13003 8
gap_0697157dd0aa429b10,,7487 2 7614 4 7742 6 7752 3 7869 8 7881 3 7997 9 8009 3 8125 9 8137 3 8253 10 8267 1 8382 7 8511 5 8641 2,3514 15 3640 25 3766 31 3894 33 4023 35 4151 37 4280 38 4408 40 4536 41 4665 41 4793 41 4921 42 5049 42 5177 43 5305 43 5433 44 5561 45 5690 44 5818 45 5947 45 6076 44 6205 43 6334 43 6463 42 6594 39 6724 37 6853 36 6981 36 7109 36 7238 36 7319 3 7366 37 7446 5 7495 37 7573 7 7624 36 7701 8 7755 33 7829 8 7884 32 7957 8 8012 32 8085 8 8140 32 8213 9 8268 33 8341 9 8397 32 8468 10 8526 31 8596 11 8655 30 8724 11 8783 30 8853 11 8912 29 8981 12 9040 30 9109 12 9168 30 9237 13 9296 29 9365 13 9425 28 9493 14 9553 28 9621 14 9681 28 9749 14 9810 26 9877 14 9938 26 10006 13 10020 2 10067 23 10135 12 10149 1 10195 23 10264 11 10324 21 10392 10 10453 20 10521 9 10582 17 10649 9 10711 16 10779 7 10840 13 10907 6 10969 12 11037 2 11099 8 11229 4,8878 6 9003 11 9129 13 9257 13 9384 14 9511 15 9638 16 9766 15 9894 15 10022 14 10150 14 10278 13 10406 11 10535 8 10667 2,3888 6 4011 12 4136 15 4262 18 4389 19 4516 20 4643 22 4770 23 4898 23 5025 24 5153 24 5281 24 5409 15 5425 8 5537 15 5553 8 5665 15 5682 8 5793 25 5921 26 6049 25 6174 27 6300 29 6428 29 6556 29 6684 7 6693 20 6813 6 6821 20 6941 6 6949 17 7069 25 7199 22 7327 20 7348 1 7455 18 7583 18 7711 17 7839 16 7968 15 7990 1 8096 12 8110 2 8118 1 8225 9 8353 9 8482 8 8610 7 8739 5 8867 2 9128 1 9255 2 9383 1,,4891 1 5018 2 5146 1 5351 1 5401 1 5993 1 6039 1 6122 1 6166 2 6250 1 6294 2 6378 1 6422 2 6635 1 6763 1 6891 1 7019 2 7147 2 7276 1 7315 1 7443 1 7954 1 8768 7 8895 9 9021 12 9148 13 9275 15 9403 16 9531 16 9659 16 9787 15 9915 15 10044 13 10173 11 10302 9 10431 7 10559 6 10601 1 10686 8 10728 2 10777 1 10813 10 10855 2 10905 2 10941 10 10982 3 11034 2 11070 8 11109 3 11163 2 11199 6 11236 3 11328 3 11364 2 11436 2 11456 2 11561 4 11584 2 11606 3 11690 2 11712 2 11734 3 11840 2 11968 2 12096 2 12224 1,10443 1 10572 1 10700 2 11321 5 11335 6 11445 10 11460 11 11571 12 11587 14 11698 13 11715 14 11824 15 11843 14 11945 5 11951 15 11971 20 12072 22 12099 24 12200 22 12228 23 12329 21 12356 23 12457 19 12486 20 12587 15 12615 18 12719 6 12746 14
gap_8a70525cffc6fe4c8b,,5416 2 5543 5 5671 6 5799 2 5803 2,,,,6849 3 6973 9 7100 11 7227 14 7354 15 7481 16 7609 17 7737 16 7866 15 7995 14 8123 13 8252 11 8381 9 8509 8 8639 6,11584 3 11712 3 11840 2,5305 4 5310 1 5433 8 5444 8 5561 20 5688 21 5816 21 5920 1 5944 22 6045 6 6072 23 6172 7 6200 23 6299 9 6327 24 6370 2 6427 9 6455 23 6497 6 6555 8 6583 7 6596 10 6624 7 6683 7 6712 4 6728 5 6752 8 6811 3 6841 1 6857 4 6880 8 6946 2 6987 1 7008 8 7072 5 7137 8 7197 8 7206 1 7266 7 7315 4 7322 11 7395 5 7441 21 7524 3 7568 22 7695 21 7717 4 7774 5 7822 27 7903 7 7949 24 7974 3 7982 2 8030 11 8077 23 8104 2 8109 3 8159 17 8204 23 8232 9 8287 18 8332 22 8359 10 8403 2 8414 20 8460 20 8487 9 8530 8 8543 20 8588 18 8615 9 8658 9 8671 21 8716 15 8743 6 8750 2 8787 9 8800 20 8845 13 8870 7 8878 2 8915 9 8929 20 8974 11 8999 6 9006 2 9043 9 9058 19 9103 9 9127 6 9134 2 9171 1 9174 6 9187 19 9223 5 9232 7 9255 6 9262 2 9299 1 9302 6 9317 17 9349 8 9362 4 9383 9 9427 1 9429 6 9447 15 9476 11 9511 9 9554 9 9576 13 9604 13 9639 9 9682 9 9704 13 9731 20 9753 4 9768 8 9810 9 9832 12 9859 26 9896 7 9938 9 9961 10 9988 28 10025 5 10066 9 10089 8 10101 4 10117 31 10195 8 10218 5 10228 7 10246 33 10323 6 10339 6 10353 10 10376 32 10453 3 10465 25 10506 35 10588 30 10637 38 10713 32 10768 36 10837 34 10899 35 10955 42 11030 33 11082 42 11161 32 11209 41 11293 29 11336 38 11424 26 11464 32 11555 23 11591 28 11694 11 11719 23 11825 8 11847 20 11975 6 11982 8
gap_950311405bdf595a9a,3791 7 3880 3 4006 4 4132 5 4259 6 4385 7 4512 7 4638 9 4765 9 4893 9 5020 10 5147 10 5274 11 5401 12 5529 12 5657 12 5784 13 5912 13 6040 13 6167 13 6295 13 6423 13 6550 14 6678 14 6806 15 6933 16 7061 16 7189 17 7317 17 7445 18 7573 18 7701 19 7829 20 7957 20 8085 21 8213 22 8341 23 8393 2 8469 24 8520 4 8597 25 8648 4 8725 26 8776 4 8854 26 8904 5 8982 27 9031 6 9110 27 9159 6 9238 28 9286 8 9366 28 9409 14 9495 27 9537 14 9623 26 9665 15 9751 26 9795 14 9880 19 9901 3 9925 12 9963 2 10008 20 10029 3 10054 12 10090 3 10137 22 10183 12 10216 5 10265 21 10311 14 10343 5 10394 20 10439 16 10469 7 10523 20 10567 19 10595 8 10651 21 10695 36 10780 20 10823 7 10831 27 10909 19 10951 35 11037 20 11080 33 11166 21 11208 32 11295 22 11336 32 11423 22 11464 31 11552 21 11593 29 11681 19 11721 29 11811 16 11850 27 11940 14 11978 26 12070 10 12107 24 12201 4 12236 21 12365 19 12494 16 12624 11 12756 5,4532 4 4657 12 4783 16 4910 19 5037 20 5163 23 5290 29 5417 32 5545 32 5672 33 5800 33 5927 35 6055 35 6095 6 6183 35 6222 9 6311 35 6350 11 6439 15 6455 19 6477 14 6567 15 6585 10 6596 5 6605 18 6695 16 6714 7 6724 4 6733 21 6823 17 6842 6 6851 5 6861 23 6951 25 6978 6 6989 24 7079 25 7105 6 7117 25 7207 32 7245 26 7336 19 7356 12 7373 27 7464 19 7485 11 7501 27 7592 19 7613 10 7629 27 7721 30 7757 27 7850 19 7870 9 7885 27 7979 27 8013 28 8108 26 8141 28 8236 25 8269 28 8366 23 8397 3 8403 22 8501 15 8525 4 8530 4 8536 17 8631 13 8654 8 8665 15 8760 12 8782 1 8784 6 8794 3 8799 2 8894 5 8912 5 9039 7 9168 7 9295 7 9423 4 9552 4 9681 6 9778 5 9810 5 9816 1 9905 6 9939 6 10033 7 10068 5 10160 9 10197 4 10288 9 10416 9 10544 9 10672 9 10801 6 10929 4,7656 1 7784 1 7912 1 8041 1 8169 1 8297 1 8425 1 8534 2 8553 1 8662 3 8680 2 8790 4 8797 2 8801 9 8917 21 9046 20 9175 19 9302 20 9429 21 9559 19 9687 19 9817 16 9945 16 10073 1 10075 13 10201 14 10327 13 10459 3,,4826 5 4953 7 5082 7 5210 8 5338 8 5465 9 5593 8 5720 10 5841 18 5968 19 6101 14 6231 10 6361 7 6491 4 6623 1 9836 1 9962 1 10089 1,,2741 4 2862 13 2895 4 2988 16 3011 2 3019 10 3115 16 3138 3 3147 15 3242 9 3277 7 3285 6 3368 7 3414 7 3494 7 3543 6 3620 6 3672 6 3747 6 3801 6 3875 4 3931 7 4002 4 4062 5 4130 1 4191 5 4320 4 4450 3 4579 1 5527 2 5655 2 5782 2 5909 3 6037 3 6164 3 6292 3 6420 2 6548 2 6676 2 6804 1 6894 2 6932 1 7022 2 7150 2 7278 3 7406 3 7534 3 7662 3 7790 3 7919 2 8047 2 8467 2 8595 2 8687 1 8723 2 8815 1 8851 2 8979 2 9108 1 9921 3 10048 5 10174 7 10301 9 10427 11 10555 11 10604 1 10683 11 10731 2 10807 1 10810 12 10859 2 10938 12 10986 2 11067 11 11114 2 11195 10 11241 2 11323 10 11368 2 11452 9 11496 2 11581 7 11623 2 11707 1 11709 5 11751 1 11807 2 11834 10 11878 1 11962 10 12005 2 12090 11 12132 1 12196 2 12222 8 12325 11 12357 3 12453 11 12485 4 12583 7 12614 2 12619 2 12734 2 12748 5 12862 2 12877 5 13006 4,12346 2 12354 1 12468 2 12472 6 12480 4 12595 10 12608 5 12722 11 12737 6 12851 8 12865 9 12994 8 13124 5
gap_2ccfd4c7276dde0d4c,,6611 1 6704 3 6737 4 6832 4 6865 3 6961 4 6993 2 7089 5 7219 3 7223 1 7350 3 7478 3 7607 3 7735 3 7863 2,,,5823 6 5831 10 5943 28 6069 30 6194 1 6196 31 6325 30 6453 30 6582 29 6711 26 6839 26 6968 25 7096 25 7224 24 7353 22 7481 21 7610 21 7738 2 7742 2 7747 12 7877 10 8009 6 8137 5 8264 6 8392 7 8520 7 8648 7 8777 6 8905 5 9034 4,,8243 1 8248 1 8374 5 8502 6 8629 6 8757 5 8885 4 8892 1 9013 9 9141 3 9145 5 9266 1 9270 1 9273 4 9400 4 9529 2 9661 1 9789 2 9915 5 10044 4 10172 4 10301 1 10945 5 11073 5,5023 2 5151 4 5219 3 5278 5 5346 2 5349 1 5405 6 5475 3 5533 5 5658 3 5738 1 5787 1 5866 2 5994 2 6487 5 6569 5 6613 6 6697 7 6741 6 6825 7 6868 5 6879 4 6952 9 6996 5 7006 7 7074 4 7080 9 7124 6 7134 8 7201 5 7209 9 7251 8 7261 10 7328 7 7339 8 7378 21 7455 8 7466 9 7506 22 7582 21 7634 23 7710 22 7762 10 7773 12 7837 23 7890 10 7901 12 7965 23 8018 10 8029 4 8035 6 8093 23 8146 14 8163 6 8220 6 8228 15 8274 13 8291 6 8348 6 8357 14 8402 13 8418 7 8476 6 8486 13 8530 23 8604 6 8614 13 8658 23 8733 6 8742 13 8787 21 8861 12 8875 6 8882 1 8884 1 8915 21 8989 11 9004 5 9012 1 9026 3 9043 21 9117 12 9133 4 9138 1 9154 3 9171 1 9175 17 9246 20 9302 17 9375 17 9429 17 9503 19 9555 18 9632 19 9653 2 9680 19 9762 18 9807 17 9893 16 9935 14 10025 14 10062 13 10155 14 10190 11 10285 13 10318 9 10415 12 10445 9 10545 11 10572 9 10674 11 10699 8 10804 10 10826 8 10933 10 10953 7 11064 7 11081 4 11195 4
gap_28d4ec0ecfcb668de1,,6467 4 6595 5 6722 6 6841 2 6851 6 6968 3 6979 7 7095 4 7107 7 7222 4 7236 6 7350 4 7365 5 7478 3 7494 3 7500 1 7606 3 7627 2 7734 6 7750 7 7858 1 7862 6 7878 7 7986 1 7989 7 8006 7 8114 1 8117 7 8134 7 8242 1 8245 7 8263 6 8374 5 8394 3 8524 1,,,3758 3 3785 3 3883 6 3905 4 3912 5 4010 6 4025 2 4029 16 4050 3 4139 5 4151 18 4177 9 4266 5 4278 19 4306 10 4393 5 4407 18 4435 10 4521 4 4535 18 4564 12 4644 3 4649 3 4663 3 4669 13 4693 12 4771 5 4791 3 4798 12 4825 9 4897 7 4919 3 4927 12 4953 10 5023 9 5047 2 5057 11 5082 11 5151 9 5175 2 5188 9 5212 5 5219 2 5278 10 5317 8 5340 5 5348 2 5405 12 5445 9 5468 5 5476 2 5533 13 5573 10 5596 4 5603 4 5662 12 5702 9 5725 3 5731 4 5790 13 5830 9 5853 2 5859 4 5920 17 5959 8 5982 1 5987 4 6039 1 6049 16 6089 4 6109 2 6114 6 6167 1 6180 12 6237 10 6295 2 6309 11 6365 10 6423 2 6438 9 6493 10 6551 2 6567 8 6621 10 6679 2 6696 6 6749 10 6808 1 6871 2 6878 3 6883 4 6943 2 6998 4 7007 2 7012 2 7069 5 7126 4 7135 3 7197 6 7254 4 7263 3 7324 7 7383 3 7391 3 7452 7 7512 1 7519 4 7580 7 7647 3 7708 7 7776 1 7837 6 7966 4 8095 2,,8127 2 8252 7 8379 10 8505 13 8633 14 8760 16 8887 17 9015 17 9143 2 9146 14 9273 17 9293 4 9398 29 9518 37 9644 39 9773 36 9810 1 9901 36 10029 36 10157 36 10285 1 10287 32 10320 1 10414 1 10416 12 10429 6 10436 13 10545 23 10569 4 10574 3 10675 19 10698 6 10803 4 10810 12 10826 2 10829 2 10931 3 10939 10 10957 1 11059 2 11068 8 11187 1 11199 3 11327 2 11456 1,7017 2 7144 4 7186 4 7271 6 7313 6 7373 3 7399 7 7440 7 7501 6 7526 8 7568 8 7629 7 7654 8 7696 8 7724 5 7757 8 7781 9 7824 9 7850 8 7885 9 7909 9 7953 8 7977 9 8013 10 8036 9 8081 9 8103 11 8141 10 8164 9 8210 9 8231 11 8269 10 8291 9 8335 2 8338 9 8358 12 8397 10 8419 7 8463 13 8486 12 8525 10 8545 12 8591 4 8596 9 8614 12 8653 9 8668 17 8719 14 8742 11 8783 7 8793 20 8848 13 8871 9 8913 28 8976 14 9000 6 9043 25 9104 7 9112 7 9121 4 9172 24 9233 24 9300 23 9361 24 9427 24 9489 26 9555 24 9618 26 9683 23 9746 27 9811 22 9875 26 9938 23 10003 26 10065 22 10132 25 10193 20 10261 24 10321 18 10390 24 10449 16 10522 23 10577 14 10652 22 10704 14 10782 21 10824 1 10831 14 10912 19 10936 1 10951 3 10958 14 11042 17 11063 2 11078 6 11085 19 11171 16 11190 4 11205 28 11295 29 11331 30 11421 34 11457 31 11550 33 11585 29 11678 54 11733 7 11808 51 11937 18 11956 12 11969 13 11983 3 12067 7 12077 6 12084 12 12097 12 12199 2 12207 4 12213 9 12228 6 12343 4
