case_id,lung_airway,cardiomediastinal,hepatosplenic,renal_adrenal,bowel_pancreas,pelvic_urinary,axial_bone,appendicular_muscle
gap_c5b7f36ad044ebc93b,,,,,,,7998 5 8125 7 8252 9 8379 11 8507 11 8635 12 8763 12 8891 11 9018 2 9021 11 9144 18 9271 18 9393 2 9400 17 9421 1 9521 3 9530 15 9651 1 9660 9 9790 5 9919 3 10048 1,7214 3 7341 4 7469 3 7506 3 7596 4 7634 4 7723 4 7763 3 7784 1 7851 4 7891 4 7911 3 7979 3 8019 4 8106 3 8148 3 8170 2 8234 3 8276 4 8296 7 8361 3 8404 4 8424 8 8463 5 8489 3 8533 3 8551 10 8590 8 8605 2 8616 4 8661 4 8678 12 8717 10 8733 3 8744 3 8789 4 8806 12 8844 12 8861 4 8871 4 8918 4 8933 13 8971 14 8989 4 8998 4 9046 7 9061 13 9099 14 9118 4 9126 4 9175 7 9189 13 9226 16 9246 4 9253 4 9303 8 9317 12 9354 16 9375 4 9380 5 9432 7 9444 12 9482 16 9503 10 9561 7 9572 11 9609 11 9622 4 9630 10 9690 21 9738 9 9750 18 9783 3 9818 21 9866 8 9878 7 9890 5 9910 6 9925 6 9947 4 9954 13 9995 5 10005 3 10009 2 10018 3 10037 9 10052 10 10084 9 10124 6 10132 2 10165 9 10179 11 10253 7 10293 10 10307 8 10382 5 10422 9 10435 8 10550 8 10563 7 10679 7 10692 5 10809 3 10820 5 10900 2 10985 1 11025 7 11111 6 11153 7 11239 5 11282 6 11366 6 11412 4 11494 4 11542 1 11623 2
gap_ce1a35d32a9ea95bda,,7751 4 7878 6 7993 1 8000 4 8006 6 8121 1 8127 6 8134 6 8255 6 8262 6 8382 7 8391 4 8511 6 8520 2 8640 4,,7893 5 8020 8 8106 3 8148 9 8233 5 8275 12 8360 6 8403 12 8488 6 8530 14 8615 7 8659 14 8743 7 8788 1 8792 10 8870 7 8920 10 8998 7 9008 4 9048 11 9126 6 9135 5 9177 10 9254 6 9262 6 9298 1 9306 10 9382 14 9425 4 9435 9 9511 13 9552 6 9564 8 9639 12 9680 9 9692 8 9767 11 9809 19 9896 9 9937 18 10024 6 10066 17 10153 4 10195 15 10325 12 10456 7,3143 7 3270 8 3397 10 3512 2 3525 10 3639 4 3653 10 3768 5 3781 10 3896 6 3910 8 4039 6 4168 5 4402 3 4528 7 4655 9 4782 11 4910 11 5037 12 5165 12 5292 5 5420 5 5548 6 5675 8 5803 8 5828 5 5931 9 5955 6 6060 8 6069 3 6082 7 6171 5 6188 13 6209 8 6298 7 6316 6 6324 6 6337 6 6347 4 6425 9 6446 2 6452 6 6464 7 6475 5 6553 9 6580 6 6593 6 6602 8 6630 4 6681 9 6708 6 6721 18 6757 9 6808 10 6837 5 6851 16 6884 11 6936 10 6966 3 6980 16 7012 12 7064 10 7110 14 7140 12 7192 11 7239 6 7246 6 7269 11 7320 11 7397 11 7447 12 7527 8 7575 12 7655 8 7703 12 7783 8 7831 13 7912 6 7959 13 8041 5 8088 12 8170 2 8216 12 8344 12 8473 11 8601 10 8730 8 8859 6 8988 4 9116 3 9245 2,,9024 7 9150 10 9274 15 9401 16 9529 16 9657 16 9785 16 9914 15 10045 12 10173 12 10301 12 10429 12 10556 13 10680 17 10812 14 10940 14 11069 12 11205 3 11585 1 11713 2 11840 4 11968 4 12097 2,9420 1 9547 3 9654 1 9675 3 9781 2 9802 5 9909 3 9930 5 10037 4 10059 4 10165 5 10187 4 10294 4 10316 2 10422 3 10958 6 11060 1 11065 1 11084 10 11187 8 11210 15 11307 19 11336 17 11434 23 11461 21 11562 22 11589 21 11690 22 11717 20 11818 21 11845 19 11947 20 11973 18 12077 18 12102 15 12207 15 12231 11 12337 12
gap_e078773414c87eeeda,4699 5 4827 6 4956 7 5085 7 5214 7 5343 7 5473 5 5603 4 5733 2 6298 1 6425 3 6552 4 6680 4 6807 5 6935 4 7063 3 7190 3 7319 1 7403 1 7531 2 7621 1 7659 2 7748 6 7876 8 8004 9 8133 9 8261 9 8390 9 8518 9 8647 8 8775 9 8903 9 9032 8 9069 1 9160 9 9196 2 9288 9 9324 1 9417 8 9452 1 9545 9 9673 10 9801 10 9930 10 10058 12 10186 13 10287 1 10314 15 10397 1 10412 4 10443 15 10471 3 10525 2 10538 6 10571 17 10596 6 10654 17 10699 31 10783 15 10827 30 10912 13 10956 28 11042 9 11084 27 11213 25 11342 22 11470 21 11599 18 11729 14 11858 11 11987 8 12119 1,6854 4 6981 6 7109 7 7237 7 7365 6 7494 5 7623 2 7871 3 7996 7 8123 9 8251 10 8379 10 8507 10 8635 10 8763 10 8892 8 9020 7 9150 3,4558 5 4669 8 4682 10 4794 26 4921 28 5050 28 5178 28 5307 27 5435 27 5564 25 5595 8 5693 23 5718 15 5822 21 5845 17 5951 20 5972 19 6079 41 6206 42 6334 43 6462 12 6475 31 6592 42 6724 38 6852 2 6858 32 6987 31 7116 30 7246 28 7374 28 7503 28 7630 29 7758 30 7886 30 8014 31 8143 30 8271 30 8399 30 8528 29 8602 1 8656 29 8728 6 8735 5 8784 29 8856 15 8912 29 8984 19 9041 28 9112 20 9169 27 9240 21 9297 27 9369 20 9426 25 9497 20 9554 25 9626 19 9683 24 9755 19 9812 23 9883 17 9941 22 10012 15 10070 20 10141 13 10199 18 10271 9 10329 15 10459 12 10589 7,,5432 1 5558 6 5685 8 5812 10 5938 13 6066 13 6194 12 6310 7 6322 12 6438 8 6451 11 6566 9 6579 11 6694 9 6707 8 6822 18 6939 2 6950 17 7066 2 7078 17 7098 3 7193 3 7207 24 7320 3 7336 23 7447 5 7460 2 7465 22 7576 5 7588 3 7592 17 7610 4 7705 4 7716 21 7844 20 7973 19 8101 18 8230 16 8359 14 8489 13 8618 12 8746 12 8874 4 8879 7 9003 3 9008 7 9132 3 9137 6 9261 3 9266 6 9389 3 9395 4 9517 2 9524 2 9645 2,,3925 4 4016 2 4054 6 4139 6 4183 7 4265 7 4313 7 4391 6 4442 7 4516 6 4572 5 4643 6 4704 2 4769 6 4895 6 5022 5 5150 4 5277 3 5405 1 5532 1 5993 1 6121 2 6249 2 6377 3 6506 2 6550 1 6634 2 6677 2 6804 3 6932 2 7060 2 7188 2 7790 1 7918 2 8046 2 8174 2 8302 2 8337 2 8430 2 8465 3 8559 1 8593 3 8687 1 8721 3 8849 2 8978 1 9106 1 9407 5 9532 10 9660 11 9787 13 9915 13 10042 15 10170 15 10298 15 10426 15 10554 15 10681 16 10774 2 10809 16 10857 2 10903 2 10938 14 10984 2 11031 3 11067 13 11111 3 11160 3 11195 13 11238 3 11289 2 11323 13 11365 3 11418 1 11451 13 11492 3 11579 13 11619 3 11710 5 11718 2 11747 1 11839 3 11847 1 11967 3 12095 3 12114 3 12202 4 12223 3 12242 4 12330 3 12351 3 12371 2 12479 3,11572 4 11699 6 11722 3 11826 11 11845 1 11849 5 11954 12 11971 12 12082 12 12099 12 12209 13 12227 13 12335 15 12355 14 12463 15 12483 16 12589 16 12613 15 12717 15 12742 14 12846 11 12874 10 12975 7
gap_df27c2d8c943369c5a,,5846 2 5972 4 6099 5 6187 1 6227 5 6314 5 6355 4 6442 5,,,,6206 6 6333 8 6460 10 6587 12 6715 13 6842 14 6970 15 7098 15 7225 17 7353 17 7481 17 7610 15 7738 15 7866 14 7995 13 8124 11 8261 1,,5832 2 5957 7 6072 5 6085 8 6109 3 6174 4 6199 6 6213 9 6236 7 6302 4 6326 6 6343 7 6363 9 6430 4 6453 6 6472 7 6491 9 6559 7 6580 6 6600 7 6619 9 6687 8 6707 7 6729 6 6746 10 6814 9 6834 7 6858 4 6874 11 6887 7 6941 10 6963 5 6987 3 7002 3 7007 17 7069 10 7092 3 7116 1 7134 19 7199 8 7261 21 7318 3 7326 4 7334 1 7388 23 7444 14 7515 24 7569 18 7642 25 7696 20 7769 25 7824 21 7897 25 7951 26 7979 2 8024 26 8079 30 8152 26 8207 30 8276 16 8295 10 8336 29 8404 14 8421 11 8464 29 8532 13 8548 5 8555 4 8592 29 8660 12 8676 5 8684 2 8720 9 8737 12 8788 12 8804 2 8849 7 8867 10 8916 10 8939 3 8978 5 8996 9 9045 8 9058 2 9065 5 9107 4 9124 9 9173 8 9184 3 9191 6 9237 1 9253 8 9301 8 9311 4 9318 7 9368 3 9381 8 9429 8 9440 12 9495 8 9509 8 9557 8 9569 11 9622 10 9637 7 9686 7 9697 11 9751 10 9765 7 9814 6 9825 11 9879 11 9893 7 9942 6 9952 12 10008 10 10021 7 10072 2 10078 14 10137 10 10150 6 10205 14 10266 9 10279 5 10332 14 10395 9 10458 15 10525 9 10581 1 10583 16 10654 10 10704 21 10784 10 10829 22 10914 19 10956 21 11043 21 11083 20 11172 22 11211 17 11301 21 11339 15 11434 16 11468 11 11565 13 11695 8
gap_f2dc3c5540177b89f8,,5051 2 5178 5 5305 7 5432 7 5560 7 5568 3 5688 11 5816 12 5944 13 6069 1 6072 13 6197 1 6200 13 6324 2 6327 14 6452 17 6579 18 6706 20 6834 21 6961 22 7089 22 7216 24 7344 24 7471 12 7491 5 7599 9 7624 1 7752 3 7881 2 8009 1,,9558 8 9685 10 9812 10 9940 10 10069 8 10198 7 10327 5,3381 2 3508 4 3616 3 3627 5 3637 2 3741 6 3754 6 3783 3 3868 7 3881 7 3911 3 3919 11 3995 7 4009 6 4040 1 4047 13 4123 7 4138 4 4175 14 4250 8 4304 13 4377 8 4395 2 4434 11 4503 10 4522 3 4566 11 4630 10 4698 10 4758 9 4789 3 4825 12 4886 5 4914 9 4953 12 5013 5 5040 11 5053 1 5080 14 5140 5 5167 11 5191 1 5205 17 5267 6 5294 11 5319 1 5332 18 5393 8 5421 11 5460 18 5521 8 5548 11 5588 20 5648 9 5675 12 5717 21 5776 12 5803 11 5846 21 5903 19 5930 12 5975 21 6031 20 6058 11 6102 22 6159 21 6186 11 6230 22 6287 21 6314 10 6357 23 6416 21 6442 10 6484 24 6545 22 6570 9 6612 23 6674 3 6681 3 6688 8 6698 8 6740 23 6804 9 6817 8 6827 7 6869 21 6931 10 6946 8 6955 6 6998 20 7059 11 7075 14 7126 20 7186 12 7204 7 7212 4 7255 19 7314 12 7332 7 7341 3 7385 18 7443 11 7460 7 7469 2 7516 15 7571 11 7589 6 7645 14 7700 10 7717 5 7774 13 7829 9 7846 4 7903 11 7958 7 8033 9 8087 5 8162 7 9822 1 10077 1,,4071 2 4200 1 7742 4 7865 12 7992 14 8119 16 8246 18 8374 18 8502 18 8630 18 8758 18 8885 19 9014 18 9144 16 9272 15 9400 15 9528 15 9656 16 9673 3 9784 16 9911 16 10039 15 10168 11 10297 9 10429 4 10558 2 10687 1 10814 3 10942 3 11070 3 11198 3 11326 3 11454 3 11583 1,7883 2 8010 4 8114 1 8137 6 8240 4 8265 7 8366 7 8394 7 8493 8 8522 7 8621 8 8650 7 8748 8 8778 8 8876 8 8906 8 9003 10 9034 8 9131 10 9162 8 9259 10 9290 8 9387 9 9419 5 9516 8 9646 6 10186 8 10287 2 10310 13 10413 9 10435 16 10540 15 10563 17 10668 16 10690 19 10795 18 10818 20 10922 19 10946 20 11050 19 11074 19 11178 19 11202 18 11307 18 11330 17 11436 17 11458 15 11564 17 11586 14 11693 15 11715 9 11823 13 11844 6 11956 7 12087 3
gap_e80b20444333fc5207,,6848 2 6975 5 7097 1 7102 10 7224 3 7231 10 7352 4 7359 10 7479 6 7487 11 7607 5 7614 12 7735 5 7742 12 7862 1 7871 11 8001 8 8132 3,,,4910 4 4946 6 5077 5 5156 2 5179 4 5205 7 5281 6 5307 4 5334 7 5407 9 5436 3 5463 7 5533 10 5566 1 5591 12 5660 11 5694 1 5720 12 5788 10 5848 14 5916 9 5976 15 6043 10 6069 6 6104 16 6171 8 6195 9 6232 16 6298 8 6322 11 6360 3 6365 10 6426 8 6449 12 6494 9 6552 9 6575 14 6617 4 6622 8 6680 13 6702 14 6732 2 6744 14 6807 15 6830 7 6841 2 6858 5 6871 16 6935 15 6958 7 6969 1 6986 5 6998 9 7008 9 7063 19 7086 7 7115 5 7126 8 7138 8 7191 20 7215 4 7246 1 7254 7 7267 7 7319 21 7382 7 7396 7 7447 22 7510 7 7524 7 7573 24 7637 7 7651 8 7700 25 7765 7 7779 9 7828 24 7893 5 7906 10 7955 25 8021 5 8029 15 8083 24 8150 4 8156 16 8211 23 8279 17 8339 22 8408 14 8468 20 8537 12 8599 8 8608 7 8666 10 8728 6 8736 7 8796 7 8858 1 8866 4 8926 4,,8124 4 8250 11 8377 14 8504 16 8632 16 8759 18 8887 18 9014 19 9142 20 9270 20 9397 22 9524 23 9651 26 9780 1 9782 24 9902 1 9910 5 9916 7 9925 8 9936 1 10034 17 10052 9 10163 1 10166 13 10180 9 10294 22 10423 13 10437 6 10556 7 10685 5 10814 3 10942 3 11070 3 11198 3 11326 3 11454 2,7600 5 7726 8 7757 5 7853 9 7884 8 7980 11 8011 10 8107 12 8138 12 8235 12 8266 13 8362 12 8394 13 8490 12 8522 14 8617 12 8651 13 8745 12 8779 13 8873 12 8907 13 9002 10 9036 12 9062 3 9131 8 9164 11 9188 4 9260 6 9293 9 9315 5 9390 3 9423 5 9441 6 9567 7 9628 2 9694 7 9757 3 9820 8 9885 4 9947 8 10014 4 10073 9 10143 4 10200 9 10272 4 10328 8 10401 4 10413 2 10455 7 10531 3 10537 12 10583 6 10660 22 10693 1 10704 4 10710 6 10790 22 10819 23 10918 22 10946 23 11047 21 11074 22 11176 20 11202 21 11304 21 11330 21 11433 20 11457 21 11563 18 11585 20 11692 17 11713 18 11821 16 11842 16 11953 11 11970 13 12084 7 12099 8
gap_331130100333bdab5e,,6845 4 6856 4 6973 5 6983 5 7101 6 7111 5 7229 6 7239 5 7358 4 7367 5 7487 1 7495 4,,,3902 11 4026 17 4150 26 4274 33 4400 37 4527 40 4655 43 4783 45 4910 47 5039 46 5167 47 5294 20 5317 1 5320 22 5421 22 5448 24 5549 24 5576 25 5669 5 5676 25 5704 26 5795 35 5833 26 5922 36 5965 22 6050 38 6093 23 6177 28 6207 11 6222 2 6228 16 6305 27 6337 9 6356 17 6433 27 6468 1 6470 5 6485 17 6560 27 6599 5 6613 18 6688 26 6728 4 6741 18 6816 22 6870 17 6943 22 6999 16 7071 23 7128 15 7200 22 7258 13 7328 22 7387 12 7457 21 7516 11 7586 19 7645 10 7717 12 7773 9 7846 10 7902 7 7975 10 8033 1 8104 9 8232 10 8361 9 8490 8 8620 5 8751 1,,7619 7 7746 10 7873 12 8000 14 8128 14 8256 15 8384 15 8512 15 8640 15 8768 14 8898 11 9028 7 9156 7 9281 14 9408 17 9429 3 9535 19 9557 3 9662 20 9790 19 9918 19 10050 9 10061 3 10180 5 10310 3 10438 3 10566 3 10694 3 10822 3 10950 3 11078 3 11206 2 11335 1,7249 3 7375 6 7480 3 7503 7 7607 5 7631 8 7734 7 7759 8 7839 2 7861 8 7888 8 7967 3 7988 9 8016 8 8096 3 8116 8 8144 9 8225 3 8244 8 8272 9 8354 3 8372 7 8401 8 8483 3 8500 7 8529 7 8552 1 8612 4 8629 4 8657 6 8679 2 8740 5 8786 2 8805 3 8869 6 8932 4 8998 7 9059 5 9127 7 9185 6 9256 7 9312 6 9385 7 9438 7 9514 7 9566 7 9643 7 9693 7 9772 7 9820 7 9901 6 9940 1 9943 2 9948 6 10030 6 10066 7 10075 6 10159 6 10194 7 10203 5 10288 5 10297 11 10315 3 10321 15 10417 20 10442 21 10547 18 10570 20 10676 17 10698 18 10804 17 10826 17 10932 17 10954 16 11060 17 11082 15 11188 17 11210 14 11317 16 11337 14 11447 14 11465 12 11577 12 11593 11 11706 10 11722 9 11836 8 11851 6 11966 4
gap_18f8632bc530d5392c,6064 4 6092 7 6190 7 6220 9 6317 9 6348 10 6444 11 6476 11 6571 12 6604 12 6699 13 6732 13 6826 14 6861 12 6953 16 6989 13 7081 16 7116 15 7208 17 7244 16 7336 17 7372 16 7463 18 7490 3 7499 18 7591 19 7617 5 7626 19 7718 20 7745 5 7753 21 7845 21 7873 6 7880 22 7973 21 8002 29 8101 22 8131 28 8228 23 8261 26 8356 23 8388 27 8484 23 8516 27 8612 24 8643 28 8739 26 8771 28 8867 26 8899 28 8996 26 9028 27 9124 26 9158 25 9252 25 9286 25 9380 25 9415 24 9508 25 9543 24 9636 24 9672 23 9764 23 9801 21 9893 22 9930 20 10021 21 10059 18 10149 21 10187 17 10278 19 10316 16 10406 19 10445 13 10535 17 10574 11 10664 15 10704 8 10793 12 10833 5 10922 10 11052 6,6203 4 6330 6 6457 7 6467 4 6585 7 6594 6 6713 7 6722 7 6845 3 6850 7 6858 2 6973 2 6978 10 7099 4 7107 8 7227 5 7235 7 7355 5 7365 5 7483 4 8256 4 8384 3 8512 2,,,8514 1 8640 3 8769 1,,5056 1 5178 12 5303 19 5429 22 5555 27 5680 33 5807 34 5934 5 5941 5 5949 8 5959 4 5967 1 6061 3 6189 1 6230 1 6358 2 6442 1 6487 3 6569 2 6616 3 6696 2 6745 3 6824 1 6873 3 6951 2 7002 3 7078 3 7131 2 7205 3 7260 2 7333 3 7389 1 7461 2 7588 2 7716 2 8160 1 8287 2 8415 3 8543 3 8671 3 8737 2 8799 2 8865 2 8928 1 8993 3 9121 3 9152 4 9249 2 9279 7 9378 1 9406 8 9534 8 9661 10 9789 10 9917 10 10045 11 10078 2 10174 10 10205 3 10302 9 10332 3 10404 1 10430 9 10459 4 10532 3 10557 11 10587 3 10660 3 10684 17 10788 4 10812 19 10917 4 10935 26 11046 3 11061 9 11072 5 11080 11 11187 10 11201 3 11209 11 11314 9 11330 2 11340 1 11443 3 11448 1 11458 1 11714 1 11842 2 11970 2,9961 3 10005 5 10088 5 10133 5 10215 6 10261 5 10343 4 10391 4 10471 1 10521 2 10598 1 10650 2 10726 1 10778 2 10853 2 10907 2 10980 2 11035 3 11107 2 11164 3 11205 4 11233 3 11293 4 11323 6 11332 7 11359 4 11423 4 11449 9 11460 9 11485 4 11553 3 11576 10 11588 10 11611 3 11683 3 11703 11 11716 10 11738 2 11812 3 11831 10 11845 7 11865 2 11941 3 11960 8 11975 3 11991 3 12070 3 12092 3 12118 3 12199 3 12327 3
gap_28600760b8e17c8bbb,,6571 2 6610 5 6698 2 6737 6 6823 4 6864 8 6950 6 6992 8 7078 7 7120 7 7206 7 7248 6 7335 6,,,6074 5 6082 6 6200 2 6214 3 6327 1 6343 3 6473 2 6601 2 6730 1 6859 1 9017 2 9656 2 9783 4 9911 10 10039 12 10168 11 10297 11 10425 11 10556 7 10685 8 10813 9 10941 10 11069 10 11198 10 11321 2 11326 10 11448 15 11576 12 11709 5,6079 3 6202 12 6328 15 6455 18 6582 19 6709 21 6837 22 6964 24 7091 25 7219 25 7347 25 7474 26 7602 26 7730 26 7858 26 7986 26 8114 26 8242 26 8370 26 8498 26 8627 25 8755 24 8885 22 9019 15 9148 13 9277 11 9407 7,12224 1 12351 3 12479 3,6365 6 6491 8 6618 9 6684 5 6745 10 6811 7 6872 12 6938 9 7000 11 7066 10 7127 12 7193 12 7254 12 7322 12 7383 8 7400 6 7451 11 7508 10 7527 8 7580 10 7591 2 7632 15 7655 9 7709 18 7759 17 7783 10 7842 13 7887 17 7910 11 7968 15 8015 18 8038 12 8078 6 8095 16 8143 18 8164 14 8205 8 8222 17 8271 18 8291 16 8332 9 8349 17 8400 18 8419 16 8460 9 8476 18 8528 18 8547 16 8588 8 8603 19 8656 35 8716 8 8731 19 8784 35 8844 8 8858 20 8912 35 8971 10 8986 20 9040 35 9099 35 9169 34 9227 35 9297 34 9355 34 9425 25 9452 7 9483 34 9553 24 9580 7 9611 6 9619 26 9681 23 9708 7 9740 5 9748 25 9809 15 9826 4 9834 10 9868 5 9877 24 9937 14 9961 11 9995 6 10006 6 10014 15 10065 13 10087 14 10123 7 10136 3 10143 14 10193 11 10215 14 10250 10 10271 15 10321 10 10343 14 10378 12 10401 13 10448 9 10471 14 10506 13 10530 12 10576 6 10596 17 10634 14 10660 10 10705 2 10720 21 10762 15 10790 8 10845 23 10891 18 10921 5 10971 25 11019 20 11052 1 11096 26 11148 23 11222 26 11278 24 11348 26 11407 24 11475 24 11537 24 11602 23 11667 25 11727 24 11796 26 11854 23 11926 26 11981 21 12057 25 12108 16 12187 23 12236 13 12318 21 12364 11 12451 16 12492 8 12585 11 12620 6
gap_044d32185c61a499b9,4678 13 4802 20 4918 6 4930 22 5039 13 5058 23 5163 17 5187 24 5289 19 5317 23 5416 19 5447 22 5543 20 5578 20 5670 20 5708 19 5796 21 5837 19 5923 21 5965 20 6051 21 6094 19 6178 21 6222 20 6305 22 6350 21 6433 21 6478 21 6560 22 6606 22 6688 22 6733 23 6816 22 6861 23 6944 22 6989 24 7071 23 7118 23 7199 23 7246 23 7327 23 7376 22 7455 23 7505 21 7582 24 7634 20 7710 24 7761 21 7837 26 7889 22 7965 26 8017 22 8093 26 8145 22 8220 22 8243 3 8273 22 8348 22 8391 6 8401 22 8476 21 8518 10 8529 22 8604 20 8646 33 8732 19 8774 33 8860 19 8890 4 8900 35 8988 19 9017 5 9026 37 9116 19 9154 37 9244 19 9281 38 9373 18 9409 38 9501 19 9538 37 9630 19 9667 36 9758 20 9796 34 9887 19 9926 32 10015 19 10054 32 10143 20 10183 30 10271 20 10312 29 10399 21 10440 28 10528 21 10569 27 10656 24 10697 26 10784 25 10826 25 10912 25 10954 24 11040 25 11083 22 11169 24 11212 20 11298 22 11341 18 11426 22 11471 15 11555 20 11600 13 11684 18 11730 10 11813 16 11860 5 11943 12 12074 7,5572 5 5699 8 5818 3 5826 10 5945 6 5953 12 6072 22 6199 23 6327 23 6455 23 6582 24 6710 23 6838 22 6966 22 7094 13 7110 6 7223 12 7240 5 7351 13 7367 6 7479 13 7495 7 7607 13 7622 11 7736 12 7750 10 7865 5 7878 10 7994 3 8006 9 8123 1 8134 9 8264 5 8503 2 8630 4 8758 3 8880 3 9008 4 9136 6 9263 7 9392 5 9401 2 9520 5 9526 6 9649 3 9653 8 9780 9 9907 11 10036 10 10164 10 10292 9 10420 8 10549 6,,,9022 2 9146 7 9274 7 9405 4 9535 2,,4287 6 4302 4 4411 10 4430 7 4538 11 4560 6 4666 10 4692 5 4822 4 4952 4 5081 4 5160 2 5211 3 5287 2 5340 2 5413 2 5469 2 5540 3 5598 2 5667 3 5727 1 5794 2 5921 2 6049 2 6176 2 6304 1 6431 1 6559 1 7142 1 7270 1 7398 2 7526 2 7654 2 7782 3 7911 2 8039 2 8091 1 8167 2 8218 2 8295 2 8346 2 8474 2 8601 3 8729 3 8857 3 8986 2 9114 2 9242 2 9370 1 9831 1 9921 3 9958 2 10047 7 10086 2 10174 9 10213 3 10268 2 10301 10 10341 3 10396 3 10429 10 10468 3 10524 4 10557 10 10596 3 10652 4 10685 11 10723 4 10780 4 10812 12 10851 3 10908 4 10940 12 10979 2 11037 3 11068 12 11107 1 11165 3 11197 10 11294 2 11327 7 11454 10 11580 13 11708 12 11810 1 11837 10 11865 5 11938 4 11967 6 11989 9 12066 6 12083 3 12097 3 12117 8 12195 7 12210 3 12226 2 12246 5 12324 6 12337 2 12454 4,11025 3 11116 1 11154 4 11243 3 11282 5 11370 4 11411 4 11497 4 11540 4 11623 6 11669 4 11751 4 11799 3 11849 2 11878 3 11928 3 11963 3 11974 8 12005 3 12058 1 12089 7 12101 11 12132 3 12215 10 12229 13 12259 3 12341 12 12357 13 12468 14 12485 12 12596 14 12613 12 12724 13 12742 9 12853 11 12871 6 12986 3
gap_8d5d988a4c0647bb04,5437 3 5565 4 5693 4 5821 4 5950 2 6731 4 6857 9 6984 13 7090 4 7111 16 7217 6 7239 18 7344 6 7367 19 7471 7 7496 19 7599 6 7624 19 7727 5 7753 18 7854 2 7881 18 8010 17 8138 16 8266 16 8395 15 8524 13 8653 12 8783 8 8913 3,5577 1 5704 2 5830 4 5942 2 5958 4 6070 2 6086 3 6211 3 6339 3 6350 1 6477 3 6493 3 6622 2 6712 1 6869 3,,,,,6719 2 6844 7 6970 10 7084 1 7098 11 7211 3 7226 11 7339 3 7355 10 7468 1 7483 10 7612 9 7646 1 7740 10 7773 2 7867 11 7901 1 7991 1 7993 13 8118 16 8232 4 8246 16 8360 5 8374 17 8503 16 8636 9 8667 2 8765 7 8794 3 8894 5 8908 2 8922 1 9023 3 9032 2 9035 5 9151 3 9161 7 9279 3 9290 1 9407 3 9535 3 9663 3 9791 2 9920 1,5576 1 5703 1 5714 2 5842 3 5970 4 6098 4 6109 2 6185 1 6227 3 6237 3 6312 2 6365 3 6439 3 6505 1 6514 2 6566 3 6632 3 6641 3 6667 2 6694 3 6759 4 6769 3 6821 4 6884 6 6897 3 6949 3 7012 5 7024 4 7076 3 7141 1 7151 6 7178 7 7204 3 7277 9 7305 9 7332 2 7404 10 7432 11 7450 1 7460 1 7532 10 7559 13 7578 2 7660 11 7687 14 7707 2 7787 12 7815 15 7835 3 7915 11 7943 15 7963 3 8042 12 8071 15 8091 3 8170 12 8199 16 8218 5 8297 12 8326 25 8424 12 8454 26 8551 11 8582 26 8677 12 8710 26 8760 4 8803 13 8839 19 8862 1 8886 7 8901 2 8931 12 8968 16 9013 9 9027 5 9059 7 9097 10 9141 9 9155 6 9186 7 9227 7 9269 10 9283 6 9313 7 9397 10 9411 8 9445 3 9525 10 9539 8 9573 4 9653 9 9667 8 9701 4 9739 4 9782 8 9795 8 9829 4 9866 9 9913 4 9924 5 9945 1 9957 3 9995 10 10084 3 10125 9 10211 3 10256 7 10338 3 10387 3 10465 3 10593 3 10720 3
gap_cfedc43d9bb50f3144,,6462 3 6589 5 6717 6 6846 5 6857 1 6974 4 6983 5 7111 5 7234 2 7239 4 7361 2 7488 1,,7130 10 7256 13 7384 14 7511 6 7520 6 7639 5 7648 7 7767 5 7776 7 7895 6 7904 7 8023 6 8031 8 8151 16 8280 15 8408 15 8537 14 8621 3 8665 14 8748 4 8793 13 8875 5 8922 11 9005 1 9051 7,3650 7 3772 17 3895 26 4020 32 4146 35 4272 38 4399 40 4526 41 4652 43 4779 44 4903 22 4933 18 5030 22 5064 15 5157 16 5176 3 5192 16 5284 22 5320 6 5329 9 5342 2 5411 23 5441 3 5448 6 5457 17 5538 23 5568 5 5576 7 5584 19 5665 24 5694 8 5704 27 5793 25 5820 40 5921 67 6049 67 6177 68 6305 22 6329 1 6334 39 6434 21 6461 1 6465 37 6562 10 6573 11 6594 35 6690 8 6701 12 6723 1 6725 32 6817 9 6829 13 6854 3 6858 14 6873 11 6945 8 6957 13 6988 11 7001 12 7072 26 7123 2 7129 1 7140 1 7200 26 7269 1 7328 26 7455 25 7583 22 7710 23 7838 23 7967 21 8095 20 8224 18 8353 10 8482 10 8610 11 8738 10 8866 9 8994 10 9122 9 9250 9 9378 8 9506 7 9635 5 9764 3,,7363 2 7489 4 7616 12 7743 14 7871 14 7998 15 8126 15 8255 14 8383 14 8512 13 8641 12 8770 8 8779 2 8899 10 9025 13 9152 16 9279 16 9407 16 9535 16 9662 17 9790 17 9924 5 10054 2 10182 2 10310 2 10438 2 10565 3 10693 3 10821 3 10949 3,7375 3 7503 4 7631 5 7738 2 7758 7 7865 3 7886 7 7991 6 8014 7 8119 6 8142 7 8246 7 8270 8 8374 7 8399 6 8502 7 8527 6 8630 7 8655 6 8758 6 8784 5 8887 4 9681 2 9809 2 9912 4 9936 7 10039 6 10064 9 10166 14 10186 15 10293 15 10314 16 10420 16 10442 16 10547 17 10570 17 10674 18 10698 17 10802 18 10826 17 10930 18 10954 16 11058 17 11081 16 11187 16 11209 15 11316 14 11339 11 11448 5 11469 6 11578 3 11598 4
